iyear,imonth,iday,provstate,city,latitude,longitude,vicinity,summary,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,individual,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,property,propextent,propextent_txt,propvalue,propcomment,scite1
2014,11,4,Georgia,Roswell,34.012516,-84.35873,0,"11/04/2014: Two explosive devices planted in a backpack were discovered and safely defused at Vickery Creek Park in Roswell, Georgia, United States. An individual, identified as Michael Conrade Sibley, claimed responsibility for the incident and stated that he planted the devices in order to demonstrate that incidents of terrorism can occur anywhere.",0,0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Vickery Creek Park,Park,Unknown,1,1,1,1,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,0,,,,,"""FBI: Man who planted explosives at park wanted to be 'patriot',"" Calhoun Times, March 24, 2015."
2014,11,4,California,Coachella,33.693175,-116.18749,0,"11/04/2014: Assailants opened fire on the Islamic Society of Coachella Valley mosque in Coachella, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Islamic Society of Coachella Valley,Mosque,Unknown,0,-99,0,0,5,Firearms,5,Unknown Gun Type,0,0,1,3,Minor (likely < $1 million),-99,A vehicle and the Islamic Society of the Coachella Valley mosque were damaged in this attack.,"""Person detained in fire at California mosque,"" USA Today, December 12, 2015."
2014,11,23,Oregon,Pendleton,45.672075,-118.788597,0,"11/23/2014: An explosive device detonated outside a civilian residence in Pendleton, Oregon, United States. Following the blast, assailants then opened fire on the residence. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the attack to the United Aryan Empire.",1,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,United Aryan Empire,0,-99,1,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,"""Pendleton white supremacist gang leader sentenced to 13 years,"" The Associated Press, July 3, 2015."
2014,11,28,Texas,Austin,30.268138,-97.748446,0,"11/28/2014: An assailant opened fire on a federal courthouse in Austin, Texas, United States. This was one of three attacks carried out by the same assailant that targeted government and security buildings in the city on the same day. The assailant was shot and killed when police responded, but there were no other casualties reported. No group claimed responsibility for the incidents; however, the deceased assailant was identified as Larry McQuilliams. Sources suspected that the incidents were fueled by anti-government and anti-immigration sentiments.",0,1,1,0,2,Armed Assault,2,Government (General),14,Judge/Attorney/Court,Government of Texas,Austin Federal Courthouse,Anti-Government extremists,1,1,0,0,5,Firearms,2,Automatic Weapon,0,0,-9,,,,It is unknown if any property was damaged in this attack.,"""Bomb squad called in after Austin police kill gunman,"" CNN, November 28, 2014."
2014,11,28,Texas,Austin,30.26744,-97.734942,0,"11/28/2014: An assailant opened fire on police headquarters in Austin, Texas, United States. This was one of three attacks carried out by the same assailant that targeted government and security buildings in the city on the same day. The assailant was shot and killed when police responded, but there were no other casualties reported. No group claimed responsibility for the incidents; however, the deceased assailant was identified as Larry McQuilliams. Sources suspected that the incidents were fueled by anti-government and anti-immigration sentiments.",0,1,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Austin Police Department,Headquarters,Anti-Government extremists,1,1,0,0,5,Firearms,2,Automatic Weapon,1,0,-9,,,,It is unknown if any property was damaged in this attack.,"""Bomb squad called in after Austin police kill gunman,"" CNN, November 28, 2014."
2014,11,28,Texas,Austin,30.270538,-97.756425,0,"11/28/2014: An assailant opened fire on the Mexican consulate in Austin, Texas, United States. This was one of three attacks carried out by the same assailant that targeted government and security buildings in the city on the same day. The assailant was shot and killed when police responded, but there were no other casualties reported. No group claimed responsibility for the incidents; however, the deceased assailant was identified as Larry McQuilliams. Sources suspected that the incidents were fueled by anti-government and anti-immigration sentiments.",0,1,1,0,2,Armed Assault,7,Government (Diplomatic),46,Embassy/Consulate,Mexican Secretariat of Foreign Affairs,Consulate,Anti-Government extremists,1,1,0,0,5,Firearms,2,Automatic Weapon,0,0,-9,,,,It is unknown if any property was damaged in this attack.,"""Bomb squad called in after Austin police kill gunman,"" CNN, November 28, 2014."
2014,12,7,California,Los Angeles,34.060889,-118.248596,0,"12/07/2014: An assailant set fire to an under-construction apartment complex in Los Angeles, United States. There were no casualties, but the fire caused an estimated $100 million in damage to the complex and surrounding buildings. Dawud Abdulwali claimed responsibility for the incident and stated that he carried out the attack in response to the shooting of Michael Brown in Ferguson, Missouri in August 2014.",0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Under Construction Da Vinci Apartment Complex,Unknown,1,1,1,1,8,Incendiary,18,Arson/Fire,0,0,1,2,Major (likely > $1 million but < $1 billion),100000000,"An under-construction apartment complex, a water and power department building, several nearby buildings, and road signs were damaged in this attack.","""Man Convicted of Starting Massive Da Vinci Fire in Downtown L.A. Sentenced to 15 Years in Prison: DA's Office,"" KTLA 5 News, April 24, 2017."
2014,12,18,North Carolina,Morganton,35.745407,-81.684819,0,"12/18/2014: An assailant shot and killed John Bailey Clark Jr. and buried him in a grave outside his residence in Morganton, North Carolina, United States. No group claimed responsibility for the incident; however, sources attributed the attack to an individual, identified as Justin Nojan Sullivan. Sources posited that Sullivan, who was arrested in connection to the attack, targeted John Bailey Clark Jr. in order to steal money from the victim, so he could purchase a rifle to carry out an Islamic State of Iraq and the Levant (ISIL) inspired attack.",0,0,1,0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: John Bailey Clark Jr.,Jihadi-inspired extremists,1,1,1,0,5,Firearms,4,Rifle/Shotgun (non-automatic),1,0,0,,,,,"""North Carolina teen charged in ISIS-inspired plot to murder 1,000 people now indicted for murdering neighbor,"" New York Daily News, February 1, 2016."
2014,12,20,New York,New York City,40.678178,-73.941773,0,"12/20/2014: An assailant opened fire on New York City Police Department officers while they were sitting in their vehicle in Bedford-Stuyvesant neighborhood, Brooklyn, New York City, United States. Officers Wenjian Liu and Rafael Ramos were killed in the attack. The assailant, identified as Ismaaiyl Brinsley, claimed responsibility and stated that the attack was carried out to avenge the deaths of Michael Brown and Eric Garner at the hands of the authorities.",0,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,New York City Police Department,"Officers: Wenjian Liu, Rafael Romos",Anti-Police extremists,1,1,0,1,5,Firearms,3,Handgun,2,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,"""Two Police Officers Shot in Their Patrol Car in Brooklyn,"" New York Times, December 20, 2014."
2015,1,6,Colorado,Colorado Springs,38.824856,-104.81311,0,"01/06/2015: An explosive device detonated outside of the offices of the National Association for the Advancement of Colored People (NAACP) in Colorado Springs, Colorado, United States. No one was injured in the blast, but the building suffered minor damages. No group claimed responsibility for the incident; however, law enforcement officials arrested Thaddeus Murphy in connection with the attack. Murphy admitted to the bombing, but claimed that a tax preparation office, not the NAACP, was the target.",1,0,1,0,3,Bombing/Explosion,1,Business,,,Unknown,Tax Preparation Company,Unknown,1,1,1,1,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A National Association for the Advancement of Colored People (NAACP) office building was damaged in this attack.,"""National Briefing - Rockies: Colorado: Explosive Set Off Near N.A.A.C.P. Building,"" New York Times, January 7, 2015."
2015,2,10,North Carolina,Chapel Hill,35.896708,-79.009738,0,"02/10/2015: An assailant opened fire on Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, and Razan Mohammad Abu-Salha at their residence in Chapel Hill, North Carolina, United States. The three family members were killed in the assault. No group claimed responsibility; however, authorities arrested and indicted Craig Stephen Hicks for the triple homicide. Sources were unsure whether the assailant was motivated by Islamophobic feelings or if the attack was the result of a parking dispute.",1,0,1,0,2,Armed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,"Muslim Civilians: Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, Razan Mohammad Abu-Salha",Anti-Muslim extremists,1,1,1,1,5,Firearms,3,Handgun,3,0,0,,,,,"""Man charged with killing 3 Muslims can face death penalty,"" The Associated Press, April 6, 2015."
2015,2,17,Florida,Melbourne,28.122223,-80.689149,0,"02/17/2015: Assailants set fire to the New Shiloh Christian Center in Melbourne, Florida, United States. There were no casualties in the attack, but the church sustained $5,000 in damages. No group claimed responsibility for the incident; however, the assailants spray painted a swastika as well as the words ""Allahu Akbar"" on a nearby shed.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,New Shiloh Christian Center,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),5000,"An unknown number of chairs and other furniture pieces were damaged in this attack. Additionally, a shed as well as an unknown number of locks and doors were damaged.","""Police investigate vandalism, arson at Melbourne church,"" Florida Today, February 17, 2015."
2015,2,18,Michigan,Kalamazoo,42.258525,-85.589194,0,"02/18/2015: An assailant set fire to the Hollywood Nights adult entertainment store in Kalamazoo, Michigan, United States. There were no casualties reported in the incident, but the building was damaged in the blaze. Police arrested Mitchell Hapner in connection with the fire. Hapner confessed to the arson and claimed that he was trying to ""eradicate pornography."" Hapner was later found not guilty by reason of insanity for the attack.",1,0,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Hollywood Nights,Store,Unknown,1,1,1,1,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,An adult entertainment store was damaged in this attack.,"""Man who set sex shop on fire found not guilty, but insane,"" Fox 17, March 10, 2016."
2015,2,23,Ohio,Kent,41.151766,-81.348654,0,"02/23/2015: Assailants set fire to two Reserve Officers' Training Corps (ROTC) vans at Kent State University in Kent, Ohio, United States. There were no reported casualties, although both vehicles were damaged in the attack. Anarchists claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,4,Military,35,Military Transportation/Vehicle (excluding convoys),Reserve Officers' Training Corps (ROTC),Vans,Anarchists,0,-99,0,1,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,Two ROTC passenger vans were damaged in this attack.,"""Arson suspected in ROTC van burnings at Ohio university,"" Associated Press, February 24, 2015."
2015,3,9,Nevada,Reno,39.530155,-119.8142,0,"03/09/2015: Assailants threw an incendiary device at a Kentucky Fried Chicken (KFC) in Reno, Nevada, United States. No one was injured in the attack, but a window was damaged. The Animal Liberation Front (ALF) claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/Café,Kentucky Fried Chicken (KFC),Restaurant,Animal Liberation Front (ALF),0,-99,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A window in the KFC restaurant was damaged in this attack.,"""FBI probes possible domestic terrorism at Reno KFC,"" The Associated Press, March 10, 2015."
2015,3,20,Louisiana,New Orleans,29.984368,-90.257301,0,"03/20/2015: An assailant attacked a Transportation Security Administration (TSA) checkpoint at the Louis Armstrong New Orleans International Airport in New Orleans, Louisiana, United States. The assailant was killed and two TSA agents were wounded in the incident. No group claimed responsibility; however, sources attributed the attack to an individual, identified as Richard White.",1,0,1,0,2,Armed Assault,6,Airports & Aircraft,44,Airport,Louis Armstrong New Orleans International Airport,Transportation Security Administration (TSA) Checkpoint,Unknown,1,1,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,1,2,0,,,,,"""Assailant Shot at New Orleans Airport Had Fire Bombs, Officials Say,"" New York Times, March 21, 2015."
2015,5,3,Texas,Garland,32.959034,-96.641877,0,"05/03/2015: Two assailants opened fire on the Curtis Culwell Center, which was hosting an exhibition of cartoons of the Prophet Muhammad, in Garland, Texas, United States. The assailants were killed and a security guard wounded in the attack. The assailants were identified as Elton Simpson and Nadir Soofi and had claimed response for the attack in twitter statements before the shooting.",0,0,1,0,2,Armed Assault,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",American Freedom Defense Initiative (AFDI),Muhammad Art Exhibit and Contest,Jihadi-inspired extremists,1,2,0,1,5,Firearms,2,Automatic Weapon,2,1,0,,,,,"""Two die at US Prophet cartoon contest,"" BBC, May 4, 2015."
2015,6,17,South Carolina,Charleston,32.787474,-79.933101,0,"06/17/2015: An assailant opened fire on parishioners at Emanuel African Methodist Episcopal Church in Charleston, South Carolina, United States. At least nine people were killed in the attack. An individual, identified as Dylann Roof, claimed responsibility for the incident.",0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Emanuel African Methodist Episcopal Church,Church,White extremists,1,1,1,1,5,Firearms,3,Handgun,9,0,-9,,,,It is unknown if any property was damaged in this attack.,"""Dylann Roof charged with murder after Charleston church massacre,"" MSNBC.com, June 19, 2015."
2015,6,22,Tennessee,Knoxville,35.967509,-83.946033,0,"06/22/2015: Assailants set fire to the College Hill Seventh Day Adventist Church and a church van in College Hills neighborhood, Knoxville, Tennessee, United States. No casualties were reported. No group claimed responsibility for the incident.",1,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,College Hill Seventh Day Adventist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church building and a church van were damaged in this attack.,"""Fires at churches in spotlight,"" CNN, June 29, 2015."
2015,6,23,Georgia,Macon,32.823281,-83.664394,0,"06/23/2015: Assailants set fire to God's Power Church of Christ in Macon, Georgia, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,God's Power Church of Christ,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church building was damaged in this attack.,"""Fires at churches in spotlight,"" CNN, June 29, 2015."
2015,6,24,North Carolina,Charlotte,35.213923,-80.790063,0,"06/24/2015: Assailants set fire to Briar Creek Baptist Church in Charlotte, North Carolina, United States of America. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Briar Creek Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),250000,A church building was damaged in this attack.,"""Pastor of church damaged by fire forgives suspected arsonist,"" Miami Herald, June 25, 2015."
2015,6,26,South Carolina,Warrenville,33.505056,-81.818259,0,"06/26/2015: Assailants set fire to the Glover Grove Missionary Baptist Church in Warrenville, South Carolina, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Glover Grove Missionary Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church building was damaged in this attack.,"""Fires at churches in spotlight,"" CNN, June 29, 2015."
2015,7,15,Texas,Houston,29.779987,-95.327984,0,"07/15/2015: Assailants set fire to the Fifth Ward Missionary Baptist Church, a predominately African American church, in Houston, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Fifth Ward Missionary Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,The Fifth Ward Missionary Baptist Church was damaged in this attack,"""Black Church Burnings: Houston's Fifth Ward Missionary Baptist Latest To Catch Fire,"" International Business Times, July 15, 2015."
2015,7,16,Tennessee,Chattanooga,35.031789,-85.184718,0,"07/16/2015: An assailant opened fire on a military recruiting office in Chattanooga, Tennessee, United States. There were no reported casualties resulting from the assault. This was one of two attacks carried out by the same assailant within a short period of time; after targeting the office, the assailant attacked a military training center in the area. No group claimed responsibility for the incidents; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",0,1,1,0,2,Armed Assault,4,Military,28,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,Muslim extremists,1,1,0,0,5,Firearms,2,Automatic Weapon,0,0,1,3,Minor (likely < $1 million),-99,An unknown number of windows were damaged in this attack.,"""Four Marines Killed in Chattanooga Shootings,"" New York Times, July 16, 2015."
2015,7,16,Tennessee,Chattanooga,35.095083,-85.253424,0,"07/16/2015: An assailant opened fire on the Navy Operational Support Center in Chattanooga, Tennessee, United States. Five military personnel and the assailant were killed and two people, including a police officer and a Marine recruiter, were injured in the attack. This was one of two attacks carried out by the same assailant within a short period of time; before targeting the support center, the assailant had opened fire on a recruiting office. No group claimed responsibility for the incident; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",0,1,1,0,2,Armed Assault,4,Military,28,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,Muslim extremists,1,1,0,0,5,Firearms,2,Automatic Weapon,6,2,0,,,,,"""Navy: Chattanooga victims earn Purple Hearts,"" CNN, December 16, 2015."
2015,7,19,Illinois,Aurora,41.758165,-88.239197,0,"07/19/2015: Assailants attempted to set fire to a Planned Parenthood facility in Aurora, Illinois, United States. There were no reports of casualties or property damage in the attack. No group claimed responsibility for the incident.",0,0,0,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,0,,,,,"""BRIEF: FBI investigating fire outside   Aurora Planned Parenthood   facility,"" The Beacon-News,, July 29, 2015."
2015,7,23,Louisiana,Lafayette,30.201966,-92.045686,0,"07/23/2015: An assailant opened fire on the audience before killing himself at a screening of the movie Trainwreck in Lafayette, Louisiana, United States. At least three people, including the assailant, were killed and nine other people were injured in the assault. An individual, identified as John Russell Houser, claimed responsibility for the incident and stated that he carried out the attack with the intention that it would harm the United States (US) economy.",0,0,1,0,2,Armed Assault,1,Business,11,Entertainment/Cultural/Stadium/Casino,Grand Theatre,Movie Theatre,Anti-Government extremists,1,1,0,1,5,Firearms,3,Handgun,3,9,0,,,,,"""Lafayette shooter had history of right-wing web postings, erratic behavior,"" CNN.com, September 15, 2015."
2015,8,1,Louisiana,New Orleans,29.950112,-90.096663,0,"08/01/2015: Arsonists set fire to a security guard's vehicle inside the locked gate of a construction site where a new Planned Parenthood clinic was being built in New Orleans, Louisiana, United States. No injuries resulted from the attack, but the car was damaged. No group claimed responsibility for the attack.",0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic Construction Site,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A security guard vehicle was damaged in this attack.,"""Authorities Investigating Fire At Louisiana Planned Parenthood,"" Bayou Buzz, August 4, 2015."
2015,8,2,New Mexico,Las Cruces,32.294582,-106.754459,0,"08/02/2015: An explosive device detonated in a mailbox outside Calvary Baptist Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",0,1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Calvary Baptist Church,Church,Unknown,0,1,0,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A church mailbox was damaged in this attack.,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015."
2015,8,2,New Mexico,Las Cruces,32.319945,-106.790007,0,"08/02/2015: An explosive device detonated in a trash can outside Holy Cross Catholic Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",0,1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Holy Cross Catholic Church,Church,Unknown,0,1,0,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A garbage can and a glass entryway to the church were damaged in this attack.,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015."
2015,8,14,New Mexico,Las Cruces,32.292512,-106.773223,0,"08/14/2015: An explosive device was discovered and safely defused outside of First Presbyterian Church in Las Cruces, New Mexico, United States. No group claimed responsibility for the incident.",0,0,0,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,First Presbyterian Church,Church,Unknown,0,-99,0,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,0,,,,,"""Explosive Device Found at New Mexico Church,"" ABC News, August 14, 2015."
2015,9,4,Washington,Pullman,46.715956,-117.179453,0,"09/04/2015: Assailants set fire to a Planned Parenthood building in Pullman, Washington, United States. There were no reported casualties; however, there was significant damage to the building from the fire. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Building,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A Planned Parenthood building was damaged in this attack.,"""Suspicious, early morning fire damages Planned Parenthood,"" Leesburg Daily Commercial, September 4, 2015."
2015,9,13,Texas,Bullard,32.137933,-95.323685,0,"09/13/2015: An assailant dressed in tactical gear and armed with a handgun threatened church-goers at the Corinth Missionary Baptist Church in Bullard, Texas, United States. The pastor of the church, John Johnson, was able to calm the perpetrator down, at which point he fled. Before fleeing, the assailant, identified as Rasheed Abdul Aziz, told the pastor that he had been sent by Allah to ""slay infidels."" Aziz was arrested the following day.",0,0,0,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Corinth Missionary Baptist Church,Church,Muslim extremists,1,1,1,1,5,Firearms,5,Unknown Gun Type,0,0,0,,,,,"""Pastor speaks out about man who allegedly threatened his church,"" KLTV, September 14, 2015."
2015,9,30,California,Thousand Oaks,34.184851,-118.90688,0,"09/30/2015: An assailant set fire to a Planned Parenthood Federation of America, Inc. facility in Thousand Oaks, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Facility,Unknown,0,1,0,0,8,Incendiary,20,Gasoline or Alcohol,0,0,1,3,Minor (likely < $1 million),-99,A planned parenthood building was damaged in this attack.,"""CBS US News: Fire at Calif. Planned Parenthood facility deemed suspicious,"" CBS News, October 1, 2015."
2015,11,1,Mississippi,Tupelo,34.308638,-88.709435,0,"11/01/2015: An assailant threw an explosive device at a Walmart in Tupelo, Mississippi, United States. There were no reported casualties in the blast. An individual, identified as Marshall E. Leonard, claimed responsibility for the incident. Sources posited that Leonard targeted the Walmart because it stopped selling Mississippi state flags containing the Confederate flag symbol.",0,0,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Walmart,Store,Right-wing extremists,1,1,1,1,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,-9,,,,It is unknown if any property was damaged in this attack.,"""Confederate-Flag Sympathizer Tries to Bomb Mississippi Walmart for Being 'Anti-American' Fortunately, the homemade device fizzled out in the lobby.,"" New York Magazine, November 3, 2015."
2015,11,4,California,Merced,37.365797,-120.424771,0,"11/04/2015: An assailant attacked students on the University of California campus in Merced, California, United States. Four students were injured in the attack. The assailant was shot and killed by police officers. Faisal Mohammad claimed responsibility in a note left at the scene.",0,0,1,0,2,Armed Assault,8,Educational Institution,49,School/University/Educational Building,"University of California, Merced",Campus,Jihadi-inspired extremists,1,1,0,1,9,Melee,23,Knife or Other Sharp Object,1,4,0,,,,,"""Attacker who stabbed students at UC Merced had ISIS flag, FBI says,"" CNN, March 18, 2016."
2015,11,6,California,Ingelwood,33.959535,-118.348342,0,"11/06/2015: An assailant attacked a Sikh bus driver in Inglewood, California, United States. The driver, identified as Balwinder Jit Singh, was injured in the attack. An individual identified as K.C. Tard Jr. claimed responsibility for the incident and called Singh a ""terrorist"" and a ""suicide bomber.""",0,0,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Sikh Civilian: Balwinder Jit Singh,Anti-Sikh extremists,1,1,1,1,9,Melee,22,"Hands, Feet, Fists",0,1,0,,,,,"""Man is charged in racially motivated attack on Sikh Metro bus driver, prosecutors say,"" Los Angeles Times, March 3, 2016."
2015,11,15,Connecticut,Meriden,41.519714,-72.840257,0,"11/15/2015: Assailants opened fire on the Baitul Aman Mosque on Main Street in Meriden, Connecticut, United States. There were no reported casualties, though the mosque was damaged in the attack. No group claimed responsibility for the incident; however authorities identified the assailant as Ted Hakey Junior, who confessed to the attack.",0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Baitul Aman Mosque,Mosque,Anti-Muslim extremists,1,1,1,1,5,Firearms,2,Automatic Weapon,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,"""Ex-Marine Pleads Guilty in Meriden Mosque Shooting,"" NBC Connecticut, February 11, 2016."
2015,11,19,Virginia,Falls Church,38.861472,-77.146621,0,"11/19/2015: An assailant threw incendiary devices at Dar Al-Hijrah Islamic Center in Falls Church, Virginia, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, an individual, identified as Chester H. Gore, was arrested in connection with the attack.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Dar Al-Hijrah Islamic Center,Mosque,Anti-Muslim extremists,1,1,1,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),200,A gate at a mosque was damaged in this attack.,"""In Solidarity with American Muslims, Norton to Attend Prayer Services at Dar Al-Hijrah Islamic Center, Today,"" Targeted News Service, December 4, 2015."
2015,11,23,Minnesota,Minneapolis,44.993387,-93.304452,0,"11/23/2015: Assailants opened fire on a Black Lives Matter rally in Minneapolis, Minnesota, United States. Five people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Sovereign Citizen and white supremacists.",0,0,1,0,2,Armed Assault,14,Private Citizens & Property,84,Political Party Member/Rally,Black Lives Matter,Rally,Sovereign Citizen,0,4,4,0,5,Firearms,3,Handgun,0,5,0,,,,,"""4 Arrested in Shooting at Black Lives Matter Protest Are Identified,"" The New York Times, November 25, 2015."
2015,11,27,Colorado,Colorado Springs,38.880893,-104.849045,0,"11/27/2015: An assailant opened fire on a Planned Parenthood clinic and held an unknown number of people hostage for five hours in Colorado Springs, Colorado, United States. At least three people were killed and nine other people were wounded in the assault. An individual, identified as Robert Lewis Dear, claimed responsibility for the incident and stated that he was a ""warrior for the babies.""",0,0,1,0,5,Hostage Taking (Barricade Incident),5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic,Anti-Abortion extremists,1,1,1,1,5,Firearms,2,Automatic Weapon,3,9,0,,,,,"""3 Are Dead in Colorado Springs Shootout at Planned Parenthood Center,"" New York Times, November 28, 2015."
